Year,Type,Country,Value,Unit,ISO-2,ISO-3,latitude,longitude
2020,Departure,France,32219375,Passengers,FR, FRA,46.227638,2.213749
2020,Departure,Greece,10885762,Passengers,GR, GRC,39.074208,21.824312
2020,Departure,Hungary,2023944,Passengers,HU, HUN,47.162494,19.503304
2020,Departure,Ireland,4132065,Passengers,IE, IRL,53.412910,-8.243890
2020,Departure,Italy,26402941,Passengers,IT, ITA,41.871940,12.567380
2020,Departure,Latvia,995348,Passengers,LV, LVA,56.879635,24.603189
2020,Departure,Lithuania,905164,Passengers,LT, LTU,55.169438,23.881275
2020,Departure,Luxembourg,709676,Passengers,LU, LUX,49.815273,6.129583
2020,Departure,Malta,883730,Passengers,MT, MLT,35.937496,14.375416
2020,Departure,Netherlands,11735425,Passengers,NL, NLD,52.132633,5.291266
2020,Departure,Poland,7245172,Passengers,PL, POL,51.919438,19.145136
2020,Departure,Portugal,9263255,Passengers,PT, PRT,39.399872,-8.224454
2020,Departure,Czech Republic,1938912,Passengers,CZ, CZE,49.817492,15.472962
2020,Departure,Romania,3578124,Passengers,RO, ROU,45.943161,24.966760
2020,Departure,Sweden,5498125,Passengers,SE, SWE,60.128161,18.643501
2020,Departure,Iceland,810445,Passengers,IS, ISL,64.963051,-19.020835
2020,Departure,Norway,10210833,Passengers,NO, NOR,60.472024,8.468946
2020,Departure,Switzerland,8026833,Passengers,CH, CHE,46.818188,8.227512
2010,Departure,Germany,957846,Flights,DE, DEU,51.165691,10.451526
2010,Departure,Austria,154523,Flights,AT, AUT,47.516231,14.550072
2010,Departure,Belgium,133634,Flights,BE, BEL,50.503887,4.469936
2010,Departure,Bulgaria,31141,Flights,BG, BGR,42.733883,25.485830
2010,Departure,Cyprus,30702,Flights,CY, CYP,35.126413,33.429859
2010,Departure,Croatia,32286,Flights,HR, HRV,45.100000,15.200000
2010,Departure,Denmark,162794,Flights,DK, DNK,56.263920,9.501785
2010,Departure,Slovakia,11735,Flights,SK, SVK,48.669026,19.699024
2010,Departure,Slovenia,13224,Flights,SI, SVN,46.151241,14.995463
2010,Departure,Spain,850693,Flights,ES, ESP,40.463667,-3.749220
2010,Departure,Estonia,12385,Flights,EE, EST,58.595272,25.013607
2010,Departure,Finland,118695,Flights,FI, FIN,61.924110,25.748151
2010,Departure,France,736560,Flights,FR, FRA,46.227638,2.213749
2010,Departure,Greece,203915,Flights,GR, GRC,39.074208,21.824312
2010,Departure,Hungary,46884,Flights,HU, HUN,47.162494,19.503304
2010,Departure,Ireland,101757,Flights,IE, IRL,53.412910,-8.243890
2010,Departure,Italy,667171,Flights,IT, ITA,41.871940,12.567380
2010,Departure,Latvia,33170,Flights,LV, LVA,56.879635,24.603189
2010,Departure,Lithuania,15846,Flights,LT, LTU,55.169438,23.881275
2010,Departure,Luxembourg,17787,Flights,LU, LUX,49.815273,6.129583
2010,Departure,Malta,14522,Flights,MT, MLT,35.937496,14.375416
2010,Departure,Netherlands,207041,Flights,NL, NLD,52.132633,5.291266
2010,Departure,Poland,120473,Flights,PL, POL,51.919438,19.145136
2010,Departure,Portugal,134333,Flights,PT, PRT,39.399872,-8.224454
2010,Departure,Czech Republic,79057,Flights,CZ, CZE,49.817492,15.472962
2010,Departure,Romania,64232,Flights,RO, ROU,45.943161,24.966760
2010,Departure,Sweden,194738,Flights,SE, SWE,60.128161,18.643501
2010,Departure,Iceland,7808,Flights,IS, ISL,64.963051,-19.020835
2010,Departure,Norway,267144,Flights,NO, NOR,60.472024,8.468946
2010,Departure,United Kingdom,959965,Flights,GB, GBR,55.378051,-3.435973
2010,Departure,Switzerland,198092,Flights,CH, CHE,46.818188,8.227512
2011,Departure,Germany,1035535,Flights,DE, DEU,51.165691,10.451526
2011,Departure,Austria,150933,Flights,AT, AUT,47.516231,14.550072
2011,Departure,Belgium,141985,Flights,BE, BEL,50.503887,4.469936
2011,Departure,Bulgaria,32640,Flights,BG, BGR,42.733883,25.485830
2011,Departure,Cyprus,29315,Flights,CY, CYP,35.126413,33.429859
2011,Departure,Croatia,32278,Flights,HR, HRV,45.100000,15.200000
2011,Departure,Denmark,168308,Flights,DK, DNK,56.263920,9.501785
2011,Departure,Slovakia,10567,Flights,SK, SVK,48.669026,19.699024
2011,Departure,Slovenia,12650,Flights,SI, SVN,46.151241,14.995463
2011,Departure,Spain,873267,Flights,ES, ESP,40.463667,-3.749220
2011,Departure,Estonia,15256,Flights,EE, EST,58.595272,25.013607
2011,Departure,Finland,132034,Flights,FI, FIN,61.924110,25.748151
2011,Departure,France,769781,Flights,FR, FRA,46.227638,2.213749
2011,Departure,Greece,197780,Flights,GR, GRC,39.074208,21.824312
2011,Departure,Hungary,49074,Flights,HU, HUN,47.162494,19.503304
2011,Departure,Ireland,100919,Flights,IE, IRL,53.412910,-8.243890
2011,Departure,Italy,671466,Flights,IT, ITA,41.871940,12.567380
2011,Departure,Latvia,34983,Flights,LV, LVA,56.879635,24.603189
2011,Departure,Lithuania,16720,Flights,LT, LTU,55.169438,23.881275
2011,Departure,Luxembourg,19686,Flights,LU, LUX,49.815273,6.129583
2011,Departure,Malta,14138,Flights,MT, MLT,35.937496,14.375416
2011,Departure,Netherlands,226576,Flights,NL, NLD,52.132633,5.291266
2011,Departure,Poland,131031,Flights,PL, POL,51.919438,19.145136
2011,Departure,Portugal,138135,Flights,PT, PRT,39.399872,-8.224454
2011,Departure,Czech Republic,76248,Flights,CZ, CZE,49.817492,15.472962
2011,Departure,Romania,64862,Flights,RO, ROU,45.943161,24.966760
2011,Departure,Sweden,214200,Flights,SE, SWE,60.128161,18.643501
2011,Departure,Iceland,9342,Flights,IS, ISL,64.963051,-19.020835
2011,Departure,Norway,279573,Flights,NO, NOR,60.472024,8.468946
2011,Departure,United Kingdom,981616,Flights,GB, GBR,55.378051,-3.435973
2011,Departure,Switzerland,215570,Flights,CH, CHE,46.818188,8.227512
2012,Departure,Germany,1008626,Flights,DE, DEU,51.165691,10.451526
2012,Departure,Austria,146971,Flights,AT, AUT,47.516231,14.550072
2012,Departure,Belgium,136751,Flights,BE, BEL,50.503887,4.469936
2012,Departure,Bulgaria,30638,Flights,BG, BGR,42.733883,25.485830
2012,Departure,Cyprus,28153,Flights,CY, CYP,35.126413,33.429859
2012,Departure,Croatia,32449,Flights,HR, HRV,45.100000,15.200000
2012,Departure,Denmark,156305,Flights,DK, DNK,56.263920,9.501785
2012,Departure,Slovakia,8559,Flights,SK, SVK,48.669026,19.699024
2012,Departure,Slovenia,11090,Flights,SI, SVN,46.151241,14.995463
2012,Departure,Spain,789337,Flights,ES, ESP,40.463667,-3.749220
2012,Departure,Estonia,19533,Flights,EE, EST,58.595272,25.013607
2012,Departure,Finland,117778,Flights,FI, FIN,61.924110,25.748151
2012,Departure,France,758855,Flights,FR, FRA,46.227638,2.213749
2012,Departure,Greece,185239,Flights,GR, GRC,39.074208,21.824312
2012,Departure,Hungary,37872,Flights,HU, HUN,47.162494,19.503304
2012,Departure,Ireland,98074,Flights,IE, IRL,53.412910,-8.243890
2012,Departure,Italy,649556,Flights,IT, ITA,41.871940,12.567380
2012,Departure,Latvia,32094,Flights,LV, LVA,56.879635,24.603189
2012,Departure,Lithuania,17595,Flights,LT, LTU,55.169438,23.881275
2012,Departure,Luxembourg,20217,Flights,LU, LUX,49.815273,6.129583
2012,Departure,Malta,14327,Flights,MT, MLT,35.937496,14.375416
2012,Departure,Netherlands,229234,Flights,NL, NLD,52.132633,5.291266
2012,Departure,Poland,139663,Flights,PL, POL,51.919438,19.145136
2012,Departure,Portugal,137271,Flights,PT, PRT,39.399872,-8.224454
2012,Departure,Czech Republic,66624,Flights,CZ, CZE,49.817492,15.472962
2012,Departure,Romania,59645,Flights,RO, ROU,45.943161,24.966760
2012,Departure,Sweden,207811,Flights,SE, SWE,60.128161,18.643501
2012,Departure,Iceland,10121,Flights,IS, ISL,64.963051,-19.020835
2012,Departure,Norway,291110,Flights,NO, NOR,60.472024,8.468946
2012,Departure,United Kingdom,968497,Flights,GB, GBR,55.378051,-3.435973
2012,Departure,Switzerland,218865,Flights,CH, CHE,46.818188,8.227512
2013,Departure,Germany,965891,Flights,DE, DEU,51.165691,10.451526
2013,Departure,Austria,140262,Flights,AT, AUT,47.516231,14.550072
2013,Departure,Belgium,132999,Flights,BE, BEL,50.503887,4.469936
2013,Departure,Bulgaria,29815,Flights,BG, BGR,42.733883,25.485830
2013,Departure,Cyprus,24949,Flights,CY, CYP,35.126413,33.429859
2013,Departure,Croatia,33200,Flights,HR, HRV,45.100000,15.200000
2013,Departure,Denmark,159414,Flights,DK, DNK,56.263920,9.501785
2013,Departure,Slovakia,8032,Flights,SK, SVK,48.669026,19.699024
2013,Departure,Slovenia,10507,Flights,SI, SVN,46.151241,14.995463
2013,Departure,Spain,737119,Flights,ES, ESP,40.463667,-3.749220
2013,Departure,Estonia,14300,Flights,EE, EST,58.595272,25.013607
2013,Departure,Finland,111187,Flights,FI, FIN,61.924110,25.748151
2013,Departure,France,742575,Flights,FR, FRA,46.227638,2.213749
2013,Departure,Greece,180059,Flights,GR, GRC,39.074208,21.824312
2013,Departure,Hungary,35897,Flights,HU, HUN,47.162494,19.503304
2013,Departure,Ireland,99289,Flights,IE, IRL,53.412910,-8.243890
2013,Departure,Italy,611134,Flights,IT, ITA,41.871940,12.567380
2013,Departure,Latvia,31112,Flights,LV, LVA,56.879635,24.603189
2013,Departure,Lithuania,17546,Flights,LT, LTU,55.169438,23.881275
2013,Departure,Luxembourg,20496,Flights,LU, LUX,49.815273,6.129583
2013,Departure,Malta,15589,Flights,MT, MLT,35.937496,14.375416
2013,Departure,Netherlands,233098,Flights,NL, NLD,52.132633,5.291266
2013,Departure,Poland,134511,Flights,PL, POL,51.919438,19.145136
2013,Departure,Portugal,140228,Flights,PT, PRT,39.399872,-8.224454
2013,Departure,Czech Republic,64566,Flights,CZ, CZE,49.817492,15.472962
2013,Departure,Romania,57689,Flights,RO, ROU,45.943161,24.966760
2013,Departure,Sweden,210812,Flights,SE, SWE,60.128161,18.643501
2013,Departure,Iceland,11416,Flights,IS, ISL,64.963051,-19.020835
2013,Departure,Norway,298564,Flights,NO, NOR,60.472024,8.468946
2013,Departure,United Kingdom,978998,Flights,GB, GBR,55.378051,-3.435973
2013,Departure,Switzerland,214931,Flights,CH, CHE,46.818188,8.227512
2014,Departure,Germany,915728,Flights,DE, DEU,51.165691,10.451526
2014,Departure,Austria,140470,Flights,AT, AUT,47.516231,14.550072
2014,Departure,Belgium,137714,Flights,BE, BEL,50.503887,4.469936
2014,Departure,Bulgaria,31621,Flights,BG, BGR,42.733883,25.485830
2014,Departure,Cyprus,26221,Flights,CY, CYP,35.126413,33.429859
2014,Departure,Croatia,35312,Flights,HR, HRV,45.100000,15.200000
2014,Departure,Denmark,160963,Flights,DK, DNK,56.263920,9.501785
2014,Departure,Slovakia,8440,Flights,SK, SVK,48.669026,19.699024
2014,Departure,Slovenia,10071,Flights,SI, SVN,46.151241,14.995463
2014,Departure,Spain,761484,Flights,ES, ESP,40.463667,-3.749220
2014,Departure,Estonia,14476,Flights,EE, EST,58.595272,25.013607
2014,Departure,Finland,109442,Flights,FI, FIN,61.924110,25.748151
2014,Departure,France,728723,Flights,FR, FRA,46.227638,2.213749
2014,Departure,Greece,200177,Flights,GR, GRC,39.074208,21.824312
2014,Departure,Hungary,37410,Flights,HU, HUN,47.162494,19.503304
2014,Departure,Ireland,105589,Flights,IE, IRL,53.412910,-8.243890
2014,Departure,Italy,594482,Flights,IT, ITA,41.871940,12.567380
2014,Departure,Latvia,30469,Flights,LV, LVA,56.879635,24.603189
2014,Departure,Lithuania,19733,Flights,LT, LTU,55.169438,23.881275
2014,Departure,Luxembourg,21089,Flights,LU, LUX,49.815273,6.129583
2014,Departure,Malta,16424,Flights,MT, MLT,35.937496,14.375416
2014,Departure,Netherlands,239543,Flights,NL, NLD,52.132633,5.291266
2014,Departure,Poland,140928,Flights,PL, POL,51.919438,19.145136
2014,Departure,Portugal,148078,Flights,PT, PRT,39.399872,-8.224454
2014,Departure,Czech Republic,63031,Flights,CZ, CZE,49.817492,15.472962
2014,Departure,Romania,58836,Flights,RO, ROU,45.943161,24.966760
2014,Departure,Sweden,214029,Flights,SE, SWE,60.128161,18.643501
2014,Departure,Iceland,13539,Flights,IS, ISL,64.963051,-19.020835
2014,Departure,Norway,301644,Flights,NO, NOR,60.472024,8.468946
2014,Departure,United Kingdom,994070,Flights,GB, GBR,55.378051,-3.435973
2014,Departure,Switzerland,218933,Flights,CH, CHE,46.818188,8.227512
2015,Departure,Germany,920240,Flights,DE, DEU,51.165691,10.451526
2015,Departure,Austria,138148,Flights,AT, AUT,47.516231,14.550072
2015,Departure,Belgium,143624,Flights,BE, BEL,50.503887,4.469936
2015,Departure,Bulgaria,31866,Flights,BG, BGR,42.733883,25.485830
2015,Departure,Cyprus,26831,Flights,CY, CYP,35.126413,33.429859
2015,Departure,Croatia,36504,Flights,HR, HRV,45.100000,15.200000
2015,Departure,Denmark,163179,Flights,DK, DNK,56.263920,9.501785
2015,Departure,Slovakia,9270,Flights,SK, SVK,48.669026,19.699024
2015,Departure,Slovenia,10596,Flights,SI, SVN,46.151241,14.995463
2015,Departure,Spain,781132,Flights,ES, ESP,40.463667,-3.749220
2015,Departure,Estonia,16019,Flights,EE, EST,58.595272,25.013607
2015,Departure,Finland,107688,Flights,FI, FIN,61.924110,25.748151
2015,Departure,France,732677,Flights,FR, FRA,46.227638,2.213749
2015,Departure,Greece,214151,Flights,GR, GRC,39.074208,21.824312
2015,Departure,Hungary,40099,Flights,HU, HUN,47.162494,19.503304
2015,Departure,Ireland,111204,Flights,IE, IRL,53.412910,-8.243890
2015,Departure,Italy,620937,Flights,IT, ITA,41.871940,12.567380
2015,Departure,Latvia,31522,Flights,LV, LVA,56.879635,24.603189
2015,Departure,Lithuania,20886,Flights,LT, LTU,55.169438,23.881275
2015,Departure,Luxembourg,21313,Flights,LU, LUX,49.815273,6.129583
2015,Departure,Malta,17338,Flights,MT, MLT,35.937496,14.375416
2015,Departure,Netherlands,246942,Flights,NL, NLD,52.132633,5.291266
2015,Departure,Poland,151179,Flights,PL, POL,51.919438,19.145136
2015,Departure,Portugal,157923,Flights,PT, PRT,39.399872,-8.224454
2015,Departure,Czech Republic,63580,Flights,CZ, CZE,49.817492,15.472962
2015,Departure,Romania,63147,Flights,RO, ROU,45.943161,24.966760
2015,Departure,Sweden,214119,Flights,SE, SWE,60.128161,18.643501
2015,Departure,Iceland,16170,Flights,IS, ISL,64.963051,-19.020835
2015,Departure,Norway,322526,Flights,NO, NOR,60.472024,8.468946
2015,Departure,United Kingdom,1018035,Flights,GB, GBR,55.378051,-3.435973
2015,Departure,Switzerland,222357,Flights,CH, CHE,46.818188,8.227512
2016,Departure,Germany,941790,Flights,DE, DEU,51.165691,10.451526
2016,Departure,Austria,135880,Flights,AT, AUT,47.516231,14.550072
2016,Departure,Belgium,138143,Flights,BE, BEL,50.503887,4.469936
2016,Departure,Bulgaria,37699,Flights,BG, BGR,42.733883,25.485830
2016,Departure,Cyprus,32103,Flights,CY, CYP,35.126413,33.429859
2016,Departure,Croatia,40373,Flights,HR, HRV,45.100000,15.200000
2016,Departure,Denmark,169375,Flights,DK, DNK,56.263920,9.501785
2016,Departure,Slovakia,10543,Flights,SK, SVK,48.669026,19.699024
2016,Departure,Slovenia,10425,Flights,SI, SVN,46.151241,14.995463
2016,Departure,Spain,831689,Flights,ES, ESP,40.463667,-3.749220
2016,Departure,Estonia,16097,Flights,EE, EST,58.595272,25.013607
2016,Departure,Finland,105611,Flights,FI, FIN,61.924110,25.748151
2016,Departure,France,744469,Flights,FR, FRA,46.227638,2.213749
2016,Departure,Greece,226846,Flights,GR, GRC,39.074208,21.824312
2016,Departure,Hungary,43157,Flights,HU, HUN,47.162494,19.503304
2016,Departure,Ireland,120821,Flights,IE, IRL,53.412910,-8.243890
2016,Departure,Italy,641380,Flights,IT, ITA,41.871940,12.567380
2016,Departure,Latvia,31236,Flights,LV, LVA,56.879635,24.603189
2016,Departure,Lithuania,22464,Flights,LT, LTU,55.169438,23.881275
2016,Departure,Luxembourg,24607,Flights,LU, LUX,49.815273,6.129583
2016,Departure,Malta,18085,Flights,MT, MLT,35.937496,14.375416
2016,Departure,Netherlands,261762,Flights,NL, NLD,52.132633,5.291266
2016,Departure,Poland,155615,Flights,PL, POL,51.919438,19.145136
2016,Departure,Portugal,187368,Flights,PT, PRT,39.399872,-8.224454
2016,Departure,Czech Republic,66976,Flights,CZ, CZE,49.817492,15.472962
2016,Departure,Romania,73550,Flights,RO, ROU,45.943161,24.966760
2016,Departure,Sweden,220171,Flights,SE, SWE,60.128161,18.643501
2016,Departure,Iceland,21770,Flights,IS, ISL,64.963051,-19.020835
2016,Departure,Norway,316143,Flights,NO, NOR,60.472024,8.468946
2016,Departure,United Kingdom,1065691,Flights,GB, GBR,55.378051,-3.435973
2016,Departure,Switzerland,227238,Flights,CH, CHE,46.818188,8.227512
2017,Departure,Germany,953186,Flights,DE, DEU,51.165691,10.451526
2017,Departure,Austria,135709,Flights,AT, AUT,47.516231,14.550072
2017,Departure,Belgium,140295,Flights,BE, BEL,50.503887,4.469936
2017,Departure,Bulgaria,41493,Flights,BG, BGR,42.733883,25.485830
2017,Departure,Cyprus,35972,Flights,CY, CYP,35.126413,33.429859
2017,Departure,Croatia,44250,Flights,HR, HRV,45.100000,15.200000
2017,Departure,Denmark,164312,Flights,DK, DNK,56.263920,9.501785
2017,Departure,Slovakia,11062,Flights,SK, SVK,48.669026,19.699024
2017,Departure,Slovenia,11825,Flights,SI, SVN,46.151241,14.995463
2017,Departure,Spain,881405,Flights,ES, ESP,40.463667,-3.749220
2017,Departure,Estonia,18407,Flights,EE, EST,58.595272,25.013607
2017,Departure,Finland,111868,Flights,FI, FIN,61.924110,25.748151
2017,Departure,France,754406,Flights,FR, FRA,46.227638,2.213749
2017,Departure,Greece,237821,Flights,GR, GRC,39.074208,21.824312
2017,Departure,Hungary,46473,Flights,HU, HUN,47.162494,19.503304
2017,Departure,Ireland,124238,Flights,IE, IRL,53.412910,-8.243890
2017,Departure,Italy,660372,Flights,IT, ITA,41.871940,12.567380
2017,Departure,Latvia,34405,Flights,LV, LVA,56.879635,24.603189
2017,Departure,Lithuania,23683,Flights,LT, LTU,55.169438,23.881275
2017,Departure,Luxembourg,26367,Flights,LU, LUX,49.815273,6.129583
2017,Departure,Malta,20858,Flights,MT, MLT,35.937496,14.375416
2017,Departure,Netherlands,269993,Flights,NL, NLD,52.132633,5.291266
2017,Departure,Poland,171802,Flights,PL, POL,51.919438,19.145136
2017,Departure,Portugal,201973,Flights,PT, PRT,39.399872,-8.224454
2017,Departure,Czech Republic,70169,Flights,CZ, CZE,49.817492,15.472962
2017,Departure,Romania,82552,Flights,RO, ROU,45.943161,24.966760
2017,Departure,Sweden,228733,Flights,SE, SWE,60.128161,18.643501
2017,Departure,Iceland,25221,Flights,IS, ISL,64.963051,-19.020835
2017,Departure,Norway,312173,Flights,NO, NOR,60.472024,8.468946
2017,Departure,United Kingdom,1093994,Flights,GB, GBR,55.378051,-3.435973
2017,Departure,Switzerland,226664,Flights,CH, CHE,46.818188,8.227512
2018,Departure,Germany,989501,Flights,DE, DEU,51.165691,10.451526
2018,Departure,Austria,143766,Flights,AT, AUT,47.516231,14.550072
2018,Departure,Belgium,142519,Flights,BE, BEL,50.503887,4.469936
2018,Departure,Bulgaria,44902,Flights,BG, BGR,42.733883,25.485830
2018,Departure,Cyprus,37831,Flights,CY, CYP,35.126413,33.429859
2018,Departure,Croatia,47779,Flights,HR, HRV,45.100000,15.200000
2018,Departure,Denmark,168097,Flights,DK, DNK,56.263920,9.501785
2018,Departure,Slovakia,12126,Flights,SK, SVK,48.669026,19.699024
2018,Departure,Slovenia,12280,Flights,SI, SVN,46.151241,14.995463
2018,Departure,Spain,940648,Flights,ES, ESP,40.463667,-3.749220
2018,Departure,Estonia,19926,Flights,EE, EST,58.595272,25.013607
2018,Departure,Finland,120361,Flights,FI, FIN,61.924110,25.748151
2018,Departure,France,759290,Flights,FR, FRA,46.227638,2.213749
2018,Departure,Greece,255638,Flights,GR, GRC,39.074208,21.824312
2018,Departure,Hungary,52458,Flights,HU, HUN,47.162494,19.503304
2018,Departure,Ireland,130287,Flights,IE, IRL,53.412910,-8.243890
2018,Departure,Italy,686166,Flights,IT, ITA,41.871940,12.567380
2018,Departure,Latvia,38856,Flights,LV, LVA,56.879635,24.603189
2018,Departure,Lithuania,26285,Flights,LT, LTU,55.169438,23.881275
2018,Departure,Luxembourg,28363,Flights,LU, LUX,49.815273,6.129583
2018,Departure,Malta,23921,Flights,MT, MLT,35.937496,14.375416
2018,Departure,Netherlands,274703,Flights,NL, NLD,52.132633,5.291266
2018,Departure,Poland,192979,Flights,PL, POL,51.919438,19.145136
2018,Departure,Portugal,216694,Flights,PT, PRT,39.399872,-8.224454
2018,Departure,Czech Republic,74412,Flights,CZ, CZE,49.817492,15.472962
2018,Departure,Romania,87681,Flights,RO, ROU,45.943161,24.966760
2018,Departure,Sweden,228782,Flights,SE, SWE,60.128161,18.643501
2018,Departure,Iceland,39823,Flights,IS, ISL,64.963051,-19.020835
2018,Departure,Norway,310380,Flights,NO, NOR,60.472024,8.468946
2018,Departure,United Kingdom,1098533,Flights,GB, GBR,55.378051,-3.435973
2018,Departure,Switzerland,228851,Flights,CH, CHE,46.818188,8.227512
2019,Departure,Germany,988570,Flights,DE, DEU,51.165691,10.451526
2019,Departure,Austria,155114,Flights,AT, AUT,47.516231,14.550072
2019,Departure,Belgium,141935,Flights,BE, BEL,50.503887,4.469936
2019,Departure,Bulgaria,42192,Flights,BG, BGR,42.733883,25.485830
2019,Departure,Cyprus,36745,Flights,CY, CYP,35.126413,33.429859
2019,Departure,Croatia,50398,Flights,HR, HRV,45.100000,15.200000
2019,Departure,Denmark,166371,Flights,DK, DNK,56.263920,9.501785
2019,Departure,Slovakia,11499,Flights,SK, SVK,48.669026,19.699024
2019,Departure,Slovenia,10465,Flights,SI, SVN,46.151241,14.995463
2019,Departure,Spain,966254,Flights,ES, ESP,40.463667,-3.749220
2019,Departure,Estonia,19387,Flights,EE, EST,58.595272,25.013607
2019,Departure,Finland,121532,Flights,FI, FIN,61.924110,25.748151
2019,Departure,France,774584,Flights,FR, FRA,46.227638,2.213749
2019,Departure,Greece,260846,Flights,GR, GRC,39.074208,21.824312
2019,Departure,Hungary,56520,Flights,HU, HUN,47.162494,19.503304
2019,Departure,Ireland,133866,Flights,IE, IRL,53.412910,-8.243890
2019,Departure,Italy,707149,Flights,IT, ITA,41.871940,12.567380
2019,Departure,Latvia,40586,Flights,LV, LVA,56.879635,24.603189
2019,Departure,Lithuania,26902,Flights,LT, LTU,55.169438,23.881275
2019,Departure,Luxembourg,29445,Flights,LU, LUX,49.815273,6.129583
2019,Departure,Malta,25892,Flights,MT, MLT,35.937496,14.375416
2019,Departure,Netherlands,274492,Flights,NL, NLD,52.132633,5.291266
2019,Departure,Poland,199406,Flights,PL, POL,51.919438,19.145136
2019,Departure,Portugal,225767,Flights,PT, PRT,39.399872,-8.224454
2019,Departure,Czech Republic,73474,Flights,CZ, CZE,49.817492,15.472962
2019,Departure,Romania,90218,Flights,RO, ROU,45.943161,24.966760
2019,Departure,Sweden,216191,Flights,SE, SWE,60.128161,18.643501
2019,Departure,Iceland,32404,Flights,IS, ISL,64.963051,-19.020835
2019,Departure,Norway,305477,Flights,NO, NOR,60.472024,8.468946
2019,Departure,United Kingdom,1077920,Flights,GB, GBR,55.378051,-3.435973
2019,Departure,Switzerland,227863,Flights,CH, CHE,46.818188,8.227512
2020,Departure,Germany,339573,Flights,DE, DEU,51.165691,10.451526
2020,Departure,Austria,52844,Flights,AT, AUT,47.516231,14.550072
2020,Departure,Belgium,51403,Flights,BE, BEL,50.503887,4.469936
2020,Departure,Bulgaria,17491,Flights,BG, BGR,42.733883,25.485830
2020,Departure,Cyprus,12043,Flights,CY, CYP,35.126413,33.429859
2020,Departure,Croatia,16735,Flights,HR, HRV,45.100000,15.200000
2020,Departure,Denmark,62144,Flights,DK, DNK,56.263920,9.501785
2020,Departure,Slovakia,3125,Flights,SK, SVK,48.669026,19.699024
2020,Departure,Slovenia,1974,Flights,SI, SVN,46.151241,14.995463
2020,Departure,Spain,373072,Flights,ES, ESP,40.463667,-3.749220
2020,Departure,Estonia,7194,Flights,EE, EST,58.595272,25.013607
2020,Departure,Finland,42077,Flights,FI, FIN,61.924110,25.748151
2020,Departure,France,306387,Flights,FR, FRA,46.227638,2.213749
2020,Departure,Greece,124673,Flights,GR, GRC,39.074208,21.824312
2020,Departure,Hungary,18341,Flights,HU, HUN,47.162494,19.503304
2020,Departure,Ireland,44459,Flights,IE, IRL,53.412910,-8.243890
2020,Departure,Italy,273803,Flights,IT, ITA,41.871940,12.567380
2020,Departure,Latvia,13089,Flights,LV, LVA,56.879635,24.603189
